time              3.534000000e-09
                 x                y                z              rxy                G               Bx               By               Bz                m                q           nmacro           rmacro               ID              fEx              fEy              fEz              fBx              fBy              fBz            G_cnt            G_his 
  -5.737669858e-03  1.823848965e-03  5.522333974e-01  6.020571438e-03  1.243415949e+00 -1.417821074e-05  3.871116156e-06  5.943099250e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.500000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.200000000e+01  1.243125000e+00 
  -5.710087065e-03 -4.014157424e-04  6.146546865e-01  5.724179320e-03  1.243442503e+00 -1.234185707e-05  4.383986752e-07  5.943331654e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.600000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  6.000000000e+00  1.243135000e+00 
  -5.683298703e-03  5.706577790e-03  6.770703638e-01  8.053875726e-03  1.243463007e+00 -1.083719264e-05  1.350794487e-05  5.943511090e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.700000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.100000000e+01  1.243145000e+00 
  -5.656779230e-03 -5.698881766e-03  5.730925246e-01  8.029720085e-03  1.243480917e+00 -9.184137521e-06 -6.243888751e-06  5.943667822e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.800000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.100000000e+01  1.243155000e+00 
  -5.629012279e-03  3.959581585e-04  6.355047824e-01  5.642921415e-03  1.243497736e+00 -5.966482177e-06 -5.589655183e-06  5.943814982e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  4.900000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  9.000000000e+00  1.243165000e+00 
  -5.616993399e-03 -1.826217677e-03  6.979169270e-01  5.906410573e-03  1.243514433e+00 -1.724004285e-05 -6.106875505e-06  5.943961074e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.000000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.100000000e+01  1.243175000e+00 
  -5.589321214e-03  2.836509466e-03  5.939387023e-01  6.267878236e-03  1.243531931e+00 -1.337938169e-05  4.194934094e-06  5.944114168e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.100000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.000000000e+01  1.243185000e+00 
  -5.564320665e-03 -3.234861286e-03  6.563535204e-01  6.436302666e-03  1.243551515e+00 -1.169357996e-05 -6.732918447e-06  5.944285494e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.200000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.800000000e+01  1.243195000e+00 
  -5.539875739e-03  1.522221750e-03  7.187727062e-01  5.745205154e-03  1.243575813e+00 -1.019741473e-05  3.424428272e-06  5.944498045e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.300000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.300000000e+01  1.243205000e+00 
  -5.515479056e-03 -6.724930961e-04  5.408622111e-01  5.556325781e-03  1.243614181e+00 -8.423378871e-06  7.210831657e-08  5.944833632e-01  1.672621924e-27  1.602176634e-19  1.310716906e+01  0.000000000e+00  5.400000000e+01  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  1.100000000e+01  1.243215000e+00 
